review_title,review_rating,review_date,review_body,user_contributions
Business and relax,50,Date of stay: February 2019,"On my first time in Naples I choose to stay in Romeo Hotel not far from downtown just few minutes walking. Inside you could find in every corner pieces of modern art and antique souvenirs from Japan mixed together. The room was spectacular (bed with 6 pillows!!), nice view over the harbour. One of the two restaurants was closed for holidays (""Il Comandante"" * Michelin star), so I tried on the 9th floor where also breakfast is served in the morning. Service was fast and at breakfast there's a buffet with a wide range of choice. They serve also at tables the magical ""sfogliatella"" typical neapolitan pastry they are mindblowing. One of the waiters was very kind and gave me one to eat during the flight thanks Francesco. One of the best hotels i've never stayed. Thanks a lot.",2
What a great hotel is supposed to be.,50,Date of stay: January 2019,"Romeo just gets it right. It gets everything right. Design is spectacular. Fun. Colorful. A bit on the edge, tastefully. Rooms are well designed. Spacious. Reliable internet. Too many pillows (a great thing). Cool bathrooms. Great water pressure. Other posts talk about being disappointed with the view. Ask for a high floor for a better view. The restaurants and the pool on the top two floors won’t disappoint. Location sems odd for a first time visitor to Naples, but as soon as you get your bearings, you understand how well situated the hotel really is. I can’t wait to come back and take some day trips, leaving from the ferry terminal right across the street. Everyone working at the Romeo is wonderful. Really wonderful. Oh, and the Spa. It’s gorgeous, creatively designed,…",27
Stay,50,Date of stay: January 2019,"Stay was nice, however room was a bit pricey. Staff members were great and helpful. The vallet was a great bonus as well. As we all no parking outside in Naples is rough. Overall I had a great experience which was the highlight of my New Year.",1
Doesn't live up to the price,30,Date of stay: January 2019,"I've stayed in some great hotels and, at the price, I was hoping this would be another. It was not. The room felt small for a junior suite (largely poor use of space, but you can just stick in a couple of seats and think that justifies the term), the wifi was intermittent and the water-pressure in the shower was disappointing. None of these, you may say, are major issues, which is true, but at the price there shouldn't be any glitches. Breakfast, meanwhile, was laughably overpriced for a disappointing buffet with weak coffee - it was €10 if you wanted cheese.",106
Fantastic hotel,50,Date of stay: November 2018,"Fabulous hotel, beautiful decor and staff couldn’t have been nicer. It’s a pity it’s in such a run down part of the city but saying that, Naples in its entirety is rundown! If ever back in Naples it’s the only hotel to stay in.",6
Thanksgiving Holiday in Napoli at the Romeo,40,Date of stay: November 2018,"My husband and I had a nice stay at the Romeo... it was the off-season, so the hotel was really quiet. The highlight of the hotel was the staff - everyone was such a pleasure to talk with and incredibly helpful. The studio corner room had a beautiful view, the shower and soaking tub were relaxing, and we received sweet gifts from the hotel with the turn down service every night. Only complaint about the room was that the closet doors had a poor design that made opening and closing it a loud hassle, and we wished we had more drawers for clothes. The spa was serene, and a nice place to warm up after chilly winter weather. Our biggest disappointment was that the pool and poolside bar were closed our entire visit. It was one of the reasons we paid a premium to stay here, so we were…",4
Amazing,40,Date of stay: December 2017,"It has been more than a year ago but I never written a review. And they definitely deserve one. The experience we had at this hotel was just amazing. Unfortunately it rained the day we got there and I believe the day we left but it was a short 3day stay. But in the meantime we enjoyed the restaurant which had amazing wines and staff. Very nice city, beautiful room. I tell my girlfriend each time i think back that we most definitely should return once more to that great Romeo hotel. There was an issue with the bathroom that kept leaking. Which was annoying especially because the way they handled it at the time wasn’t good. But apparently all was forgotten. Also close by the city of Pompeii.",55
Something Special,50,Date of stay: November 2018,"We can't say anything but thank you for making our stay unforgettable. The city of Naples is really magical; you have to live this city to understand what I mean. The Romeo Hotel is all you deserve for your trip in Naples; an excellent reception full of young and smiling employers, fantastic modern room with breathtaking view on the gulf and cruise ships, but on the top I surely put the two restaurants, especially with the Breakfast service, amazing food quality, superb espresso coffee (coffee addicted here). On this I want to highlight the service really lovely, thanks to Mrs. Iolanda and Mr. Francesco they are two waiters that every luxury hotels need to have on team. See you on our next trip to Naples!",1
Excellent hotel in Napli,50,Date of stay: October 2018,"Starting from e-mail correspondences, I felt everything was organized and efficient. All staffs from the bell and front to restaurant were nice and friendly. The restaurant, Il Comandante is ""must"" visit.",2
A wonderful place to stay!,50,Date of stay: September 2018,"The hotel is clean and modern with a very friendly, helpful and service oriented staff. It provided a great location for exploring Naples. Our room was great. The breakfast provide everything one might desire.",20
Wonderful Hotel,50,Date of stay: October 2018,"The Romeo Naples is probably located in the best location in Naples, especially if your plans include taking a Ferry to Ischia or Capri. It's basically just across the street from the Ferry Terminal. The rooms are perfectly appointed and very comfortable. The lobby has some of the most interesting art pieces. They have a Pool Table, Slot Machine and a Foosball Table. The Rooftop Pool is a perfect place to unwind after touring with amazing views of Mount Vesuvius and Capri. Their Michelin Star Restaurant ""IL Comandante"" was such a treat! Delicious Food and impeccable service. The front desk staff were very accommodating. My group had an early morning flight and they prepared each and everyone of us a ""Breakfast Box"" to go since their Restaurant wasn't open that early.",1
Honeymoon stay,40,Date of stay: July 2018,"Stayed here in July for 2 nights on our trip of Italy for our honeymoon. Modern hotel in a good location to have a look round Naples. Staff were friendly. We only visited the the restaurant for one drink as we found it to be overpriced and waited to long for a drink when there was only one other couple in the restaurant. Room was lovely, modern and spacious and clean. It was my husbands birthday while at the hotel and they gave him a birthday card and cake for when we returned to the room which was a lovely touch.",124
Long weekend break,40,Date of stay: October 2018,"Lovely hotel, attentive and helpful staff....downstairs barman serves a fantastic cosmopolitan. We had breakfast once...a bit pricey for what you get if I'm honest so we had breakfast out for the rest of our stay. We had two evening meals which were both very good. Nice surprise birthday cake in our room which was a nice touch. Give the lady that cleans the rooms a big fat bonus this year...she was excellent.",2
"Cheap interiour, nice spa",40,Date of stay: October 2018,The walls in the room were all out of plastic and not nice material. The Spa was nice and good service. The pool on the rood is cool but it needs to be repaired a bit. Selection of drinks was good and the service on the roof too. We would appreciate a shuttle service to the airport.,1
A great spot,50,Date of stay: October 2018,"We had a comfortable refuge in a busy city. Great location, close to the heart of the town with a wonderful view of the port of Naples, Mt Vesuvius and the bay from the rooftop bar. Rooms were quite large, as were the bathrooms. Modern, yet inviting. Lovely staff, particularly good service after our checkout as we were allowed to utilize the hotel facilities in the afternoon and later into the evening before our late train. Overall, we had a great stay and would go back again.",3
Just not quite there for a hotel in this price category.,30,Date of stay: October 2018,"This hotel was chosen for its location, which was good. Close enough to the tourist sites to walk there without the need for a taxi. The room was very spacious and for the most part comfortable. The waiters at lunch were very friendly and the food was good. However, there were things that left me disappointed as a guest - light switches too complicated; sockets underneath bedside table (and this is a brand new hotel - who wants to have to crouch down underneath to try to charge a phone?); shower did not work properly and shower cubicle was not sealed properly and so it leaked into WC cubicle next door); enormous pillows that were just not comfortable; super expensive breakfast. All in all, it was just not quite there for a hotel in this price category.",4
A great choice in Naples,50,Date of stay: October 2018,"The hotel is a great starting point for getting to know Naples and the attractive region (Capri, Pompeij, Ercolano, Ravello, Sorrento, Amalfi etc.). Especially the rooftop bar and the restaurant are a welcomed places to relax. The staff of the hotel is excellent, helpful and very polite. You feel at home. We will be back.",4
Design hotel......hmmm.....poor execution,20,Date of stay: October 2018,"Very disappointing choice. Definitely will find another place in the city next time. Apparently a design hotel but the aesthetics did not resonate with me. Decor trying too hard. Eclectic random stuff thrown together. Expensive room and yet nothing quite worked. Over priced certainly. Location not great either. In theory overlooks the Bay but actually looks down at the lorries waiting to load in the harbour, the cruise ships and the car parks. Not much nearby. Not good execution inside either. Simple order of lunch on rooftop took too long despite restaurant being almost empty. Woke around 5.30 am because of a hotel power cut that turned off the air conditioning and turned on the emergency lights in the bedroom. So impossible to get back to sleep. Electrics all…",9
A very enjoyable stay - and great food!,50,Date of stay: September 2018,"We were very pleased to have chosen the Romeo hotel for our 5 night stay in Naples. It is very well located opposite the port where most forms of transport can be found. The hotel is not a cheap option, but we took advantage of the hotel's offer of 5 nights for the price of four and felt it was well worth the money. We chose a Deluxe room at the back of the hotel with views of the Charterhouse, and we had no street noise and no noise from other rooms. The decor is modern and clean, the beds comfortable and the shower good. The hotel offers a change of towels twice a day and dispenses free water every evening as well as a gift of chocolates on arrival. The staff are friendly and helpful. Then there is the food! First breakfast - this was included in our room rate and is served in…",619
5 STAR FACILITIES 3 STAR SERVICE,40,Date of stay: October 2018,"While the facilities are stunning, The service was very average. 5 star hotels are supposed to have 24 your room service BUT when calling for room service at 12:30 they hung up on us twice and then the third time explained they were out of food and no food was available. Many of the staff had trouble communicating in English They also served me a “pomegranate smoothie” from a carton . I expect a 5 Star Hotel to make a fresh smoothie BUT I must say the Spa & facilities are truly AMAZING!!",77
Wellsness Room Receives 5 Star Review,50,Date of stay: September 2018,"The Wellness room is well worth it - the Wellness room (bathroom/spa) is larger than the bedroom. It includes a huge tub, blue light room shower, pulley system for some exercising and a large yoga ball.The staff is fluent in english.Bars on the 1st and 9th floorA Michelin star restaurant on the 10th and a wine list that is beyond belief.While you dine you view Vt VesuviusA few blocks away is Gran Gusto - 2nd floor wine shop is one of the best in Italy",3
Excellent Hotel,50,Date of stay: September 2018,We had a wonderful experience. The staff was so helpful and accommodating. Although it is on a busy street it is close to wonderful restaurants and local shopping. Right by the water which I’m is great! Would absolutely stay here again.,2
pretty decor,50,Date of stay: September 2018,Enjoyed the proximity to the ferry to and from Capri. within walking distance of port .the hotel was clean and had beautiful decor. wish I could have eaten in the restaurant on the 10th floor. wonderful breakfast and the views were terrific fronm the pool.,2
Excellent Naples Hotel,50,Date of stay: September 2018,"A first class hotel , with excellent service - the room we stayed in was very clean and and of a high standard, offering great amenities - the restaurant was of a high standard, and the staff were excellent and couldn’t be more helpful - my wife and I had a great visit and felt safe and secure in a beautiful modern hotel.",2
Pleasant Stay in Naples,40,Date of stay: September 2018,"The Romeo hotel was gorgeous. Naples is a but run down compared to some other cities in Italy, but the Romeo hotel was a beautiful luxury hotel. The staff was polite and attentive. The spa was great to enjoy, however I don't know if I would pay 90 euros a day for it (it was included with our room), and the dinner at the terrace restaurant was delicious. Although we didn't have a room with a water view, the room was still large and spacious. I would recommend this hotel.",1
Stay here and get fleeced!,10,Date of stay: September 2018,"This hotel truly lives up to the expectation of being “fleeced in Naples”. We arrived on a late night flight into Naples with the intention of staying the night and leaving in the morning to go to the Amalfi Coast. The king size room was prepaid months in advance. We were told it’s “illegal” in Italy to sleep on a king size bed with your child and “we must get an upgrade to a bigger room or go away”. This was at nearly midnight and the manager well and truly knew we had no other option but to pay the difference - which turned out to be 460 Euros in addition to the nearly 400 Euros already paid for a one night stay! If we didn’t pay the full amount we’d have had to leave! Imagine midnight in Naples, tired child and suitcases with nowhere to go - the hotel staff didn’t care at…",17
Faded ultra modern glory,30,Date of stay: September 2018,"This is an ultra modern hotel with lots of glass, stylish furnishings and esthetic fixtures, but style seems to have won out over function. The lighting system is so complex that it took us several minutes each night to figure out how to get all the lights turned off. One evening we left the closet door open and every time one of us rolled over in bed, the motion activated closet light would turn on. The rooms and bathrooms are “compact”, a polite way of saying “small”. For a five star hotel, it’s getting a little rough around the edges. Chips on some of the furnishings, snags on the curtains and housekeeping had to be called one day to change our towels and provide turn down service. Took 40 minutes to get the car from parking. The breakfast was overpriced and the food wasn’t…",23
Modern,50,Date of stay: September 2018,"Beautiful hotel for a quick change of pace. While our trip was mostly historically based, our stay at hotel Romeo was a wonderful snap back to the modern world before heading back to the US. The rooms were lovely and clean, the gym and spa are wonderful amenities. We unfortunately did not get to experience the complimentary breakfast as our flight was too early.",1
Nice hotel - average location,40,Date of stay: August 2018,"My wife and I stayed for 4 days during our European holiday. The hotel was quirky, pleasant, and loved the various chic statues etc. the staff were pleasant and attentive. Check in was smooth and staff accompanied us to our room and explained everything, including how to use the shower. We had a junior suite that was spacious, comfortable and well equipped. The breakfast on the top level was very nice with a great outlook, staff efficient and pleasant. Happy with the hotel, but on a main drag, and nothing much around, had to walk 15 mins or so to the action of Naples. I would stay here again, but was not keen on Naples. I will stay in Sorrento next time.",29
An absolute dream of a hotel!,50,Date of stay: September 2018,"Stayed 2 nights at this amazing hotel before going on to Procida From the moment I arrived it was like living a dream! Staff could not have been anymore wonderful. Spent time laying by the amazing rooftop pool, with views over Vesuvius and the bay of Naples with a cocktail (or 3!) Room was perfect (front deluxe) and lots of special little touches that were very thoughtful (chocolates, bottled water, slippers, coffee machine...) Would love to go back soon. Well worth every penny.",154
Passing through,40,Date of stay: September 2018,Very nice hotel although not cheap. An amazing interior with both restaurants overlooking the Bay of Naples. Food was good. The rooms were well furnished and quiet considering it is close to the main road near the docks. It would be a good location if you are planning to catch cruise ship from here Recommended.,26
Excellent Hotel,50,Date of stay: September 2018,"My friend and myself enjoyed a 3 night stay at this lovely hotel. The twin room was excellent and a lovely view over the port looking towards Versuvius. The staff were very friendly and helpful. Breakfast was fabulous, lots of choice. The location was ideal for the train station and ferry to get to places, such as Sorrento. I would recommend this hotel highly.. would definitely visit again..",1
5 day stay,40,Date of stay: September 2018,Location is ideal on waterfront. Alibus airport shuttle stop located nearby. Hotel is perfect for access to ferries from Molo Beverollo. Staff are very professional and breakfast was a daily highlight both for the food and the spectacular views over the bay. The rooftop pool is but a plunge pool and is not suitable for a swimmer. There is only a limited number of sun loungers by the pool. The only downside to our stay was that the hotel failed to rectify a faulty shower in our room after a number of requests.,62
Excessively priced for what you get,20,Date of stay: September 2018,"Decent hotel and good location but priced excessively high. Better value elsewhere, probably less money spent on 'design' in the hotel of course...Furthermore:1) credit card overcharged by close to 2.000 Euro and a pain to get this corrected2) is access to iron/ironing board really too much to ask for when paying >400 euro / night? when all that is needed is a quick 30 second ironing it's absurd to expect guests to pay for external service to do this",7
Amazing Hotel,50,Date of stay: August 2018,"We stayed in the Wellness Suite, it was incredible. We both remarked that we have never seen a hotel room like it, it was absolutely stunning, relaxing and so much fun. The steam room in the room was awesome. The spa in the hotel was amazing too. So beautiful and refreshing. I truly think this is the best hotel to stay in in Naples.",3
Perfect,50,Date of stay: August 2018,Beautiful stylish hotel well placed within walking distance to the key areas to see. Everyone was super helpful. They made all of the arrangements I needed especially the taxi to the airport at 4:30 am. Bed was comfortable with a view of the port.,3
Such a shame...,30,Date of stay: August 2018,"Recently departed the Romeo Hotel with mixed views after a 4 night stay. Pros: Nice room (corner suite I think?) Friendly staff and plenty of them Efficient and helpful check in taking us to our room and pointing out the facilities Fantastic decor, facilities and high level fittings I.e. Reception, bar area, restaurant Cons: Why oh why the need to charge crazy prices for drinks? I totally understand the logic and need to charge a premium for F&B, but not to the extent at present. End result was an empty bar EVERY day and evening. Such a fantastic bar area and setting but why would I want to spend upwards of £50 for the cheapest bottle of wine or £15-£20 for a cocktail when they're half or a quarter of the price a stones throw away in a great restaurant?! 5* hotel with no iron…",25
Not too bad... not too great.,30,Date of stay: August 2018,"So my girlfriend and I literally left Naples and this hotel this morning. Back in UK now so best to review whilst still fresh. I’m not about to completely bad mouth the hotel but there are areas for DEFINITE improvement. Namely getting rid of a couple of employees that drag the standards down! Yes... the hotel is fancy with art installations and nice decor. Yes... there is a Michelin star restaurant there. ( which we didn’t bother with) However... we ate in the Beluga restaurant at least once a day and I can say without a shadow of a doubt... the ladies are mostly 5* for service. Namely - Loredana, Silvana, Francesca and one other I didn’t catch the name of. They seemed to work mostly in the daytime and were fantastic. Excellent service and always friendly. On the…",1
Birthday getaway,30,Date of stay: August 2018,"On arrival we were greeted by a friendly doorman and the check-in procedure was quick and they were very helpful. Beluga. The restaurant on the 9th floor was disappointing in so many ways, terrible cocktails, basic menu options. We organized a birthday dinner for my boyfriend and his friends. Slow service. Drinks took forever to arrive. Order was completely shambled as some main courses came before starters. Food portions were tiny and there weren’t any carbs or vegetables with meat and fish dishes. Desserts were disgusting. Oh and breakfast also terrible. Ordered eggs Benedict with rye toast, got two tiny pieces of wheat bread. The spa on the other hand was a lovely experience, ladies were helpful, attentive and did a great job. The hotel in general is just so over priced…",30
Stunning luxury art hotel.,50,Date of stay: August 2018,"Highly recommend if staying in Naples. This hotel has it all, great roof top pool and restaurants. Great lobby bar and stunning art throughout the place. The spa area under the hotel is stunning, something I have never experienced, with a multitude of different saunas, steam rooms and plunge pools. Truly worth staying at this hotel for this alone. The rooms are very nice and luxurious, perfect for us after 3 weeks on the road around Italy. Oh, the staff are truly outstanding and attentive. Food and drinks were great. Top marks all around.",70
Buyer beware.,10,Date of stay: June 2018,"When booking online, we specifically selected a room with a view, described as “luxury accommodation featuring views of the harbour, Gulf of Naples, and Mt. Vesuvius"" for the last nights of our honeymoon. We paid extra for the view. We could have stayed anywhere in Naples, but specifically selected this hotel for the harbor views. Please see attached photo for the “view” from our room. Second floor above a loud six-lane highway, extremely dirty window, view of an industrial shipping complex. No harbor, no gulf, no Mt. Vesuvius. The worst part was that when we pointed this out to the concierge, they were hardly apologetic. They did not offer an upgrade or anything to compensate. They claimed no other rooms were available, although the hotel was showing availability online.…",13
Beautiful Hotel with Excellent Staff,40,Date of stay: August 2018,"We stayed here for 3 nights and loved every minute. Good location for the promenade, the egg castle and the train station. The staff were very friendly and polite, spoke excellent English and were only too happy to help with any request. The decor in the communal areas was modern and sleek, the beds are very comfortable, there is a rooftop pool and a choice of restaurants. The view of Mount Vesuvius from the pool terrace and restaurant is a beautiful backdrop for drinks, breakfast or lunch. I read an earlier review where a Gentleman complained that the view wasn’t good because of the Port. Whilst the Port is certainly not attractive, it’s not really something the hotel can do a lot about. The view from the higher floors almost blocks out the port and provides a beautiful view…",123
SLH and 5 start hotel - must be a printing error,20,Date of stay: July 2018,"SLH and 5 start hotel - this must be a printing error. It might be so that the 5 start was valid 15 years ago, but not today. The overall design was old fashioned and in general worn out. The see view room was over a unclean parking place and a lot of rusty boat containers with a glimpse of see view. The ""good thing"" was that the windows were dirty so you did not really have to the the poor seaview. However, wery good beds/room AC and sleeping quality and the staff was really good and helpfull.",6
July stay,50,Date of stay: July 2018,"We had an excellent time. The staff was very accommodating and helpful. The location was perfect for our needs and allowed us access to the ferry to and from Capri. We will return again as business will bring us back. When in Naples, that's our home!",1
Current Boutique Hotel in Naples,50,Date of stay: July 2018,"Very Hipster vibe. Lobby, staff and first impressions were perfect. Our rooms were EXTREMELY spacious, clean, and very comfortable. Our room included a nice oversized tub which was so nice after two weeks of European travel and being on a riverboat for 7 days. The spa treatment/ massage was one of the best I've ever had anywhere. The spa was so unique and beautiful and offered many pools and steam options. very serene, even down to the beautiful music.",5
Lovely hotel,40,Date of stay: July 2018,"A lovely hotel, the rooms are clean, beds are comfy. The pool was a little disappointing as no sun after 2/3ish and limited loungers. The upstairs bar was big but cold in the evening (too much air con). Found there wasn’t anywhere to sit outside in the evening for a drink. Drinks always came with so many snacks, but I think these were reused as once were very stale and that put me off eating again. The service was hit and miss, the spa was amazing and really nice to relax in but was told they ran out of towels and we had to go and get some from our room. Also closes at 9 but they were blowing out candles, making us feel like we should leave around 8 one evening. Bar downstairs again service could be extremely slow to make a drink or even pour a coke, waited about 20mins one…",5
Perfect Stay,50,Date of stay: July 2018,"The arrival was very pleasant - our luggage was taken over as we left the Taxi and we had to care about nothing. Check in was quick and the really polite FO agent brought is into our room, explaining the Hotel and the Rooms advantages very well. We really felt like Kings in our new Castle. The room was very well designed and very clean!!! Very friendly and caring housekeeping - thank You so much - the staff of the breakfast Restaurant and the bar are the nicest crew we ever Met in a Hotel!!! It was like your Mum saw all your wishes in your eyes.... we got so much support to „create“ Birthday bash breakfast in our room. The Cocktails at night by the Pool were also great! The view is Perfect at every time of the day. Unfortunately we had to leave - But we will be back soon!!!!!!",19
Good but not professional,30,Date of stay: July 2018,"The rooms was clean, calm and safe.4/5 I booked a sea view rooms. but it’s not, most likely to be Factories or port view. There was a welcoming chocolate in the rooms. For the location it’s Not bad.3/5 Reception staff helpful not professional:3.6/5 The breakfast very Few options.The staff was slow.2/5 Very bad WiFi !!!0/5",16
Great hotel and close the the docks!,40,Date of stay: July 2018,"We chose this place as we were taking the ferry to Capri the next morning - 5min walk. It is a really nice hotel and offers pool, chess, foosball in the lobby. It also has a Michelin star restaurant on the 10th floor. The staff are friendly and also offers parking for about 15 euros per day! The best thing is that it has a great view of the port!",55
Best place to Stay in Naples,50,Date of stay: July 2018,"Modern, Chic property in the heart of Napoli. Great bars and restaurants. Rooms are very clean (no rug) and modern. Excellent views of the bay of Naples. Staff is attentive and professional. Recommended very good places to eat - off the beaten path non touristy. Breakfast was great as well. Stayed with my family and was treated like gold. We will be back.",70
Lovely pool and room,50,Date of stay: July 2018,The view from the rooftop pool is amazing. The pool is very relaxing with the bubbles. I tried all the different jets and watched the cruise ships come in and out. The immediate area around the hotel is very commercial. The lobby and the rooms are very modern. There were nice touches throughout like chocolates and bottled water. First class.,46
Very funky and luxury hotel,50,Date of stay: July 2018,A great spot for a city break in Naples. Very fancy modern rooms. Convenient location. Great view of the port. Friendly staff. Definitely recommended. Can’t think of what else to say to have 200 characters in this review. The place is great!,11
Amazing Service and Accommodations,50,Date of stay: July 2018,This hotel is within a 5 minute walk from the ferry ports and a 20 minute taxi ride to the airport. Our room was amazing and the service was great. We were able to check-in early and because we had to leave so early in the morning to catch a flight they packed up breakfast for us and delivered it to our room. The pool was relaxing with a view of the port and the city. We also had dinner at the restaurant and it was very nice.,59
"Wonderful, modern hotel",50,Date of stay: July 2018,"Spa was exceptional, the hotel was modern and very nice. This is the perfect place to stay when visiting Naples. We had a quick visit and did not want to even leave the hotel vicinity. Truly a beautiful property.",1
"Poor location and service, but great pool and spa.",20,Date of stay: July 2018,"The hotel decor is lovely, the room was great, the rooftop pool is amazing and the spa and gym are one of the best I have experienced, but there were some downsides to the hotel. Service was lacking - often we waited quite a long time for food and drinks. The pool is modern and relaxing, but there was no food or drink service, and I had to ask for a towel twice which was finally brought an hour and a half later. As other people have mentioned, there are some shady people around, so the location is unusual for a high-end hotel. And it is quite a walk to anywhere you may want to go. We had also managed to forget to book breakfast when we booked online at home in the New Zealand, and we emailed asking if we could have a reduced rate for this added on to our booking. We checked on…",19
Superb service at a beautiful hotel,50,Date of stay: July 2018,"From the moment we arrived the service we received was excellent- the staff were genuinely interested and helped with every query. The decor in the hotel is fab, there is something interesting everywhere you look and the quality of the room is what you would expect of a luxury hotel with little extras like handmade chocolates on arrival. The rooftop pool was perfect to relax in and the snacks served with our wine at the bar were excellent. If you are in Naples treat yourself and spend some time here :)",21
Nice hotel in an excellent location,50,Date of stay: July 2018,We selected this hotel for its location close to the ferry docks and the city historic center. It turned out to be an excellent choice. We took several day trips on ferries as well as traveled to Capri for a stay and they are right across the street. The walk to many historic sights and shopping is very easy. Taxi ride to promenade very short. The staff were all great and very helpful. The room was clean and modern. My only complaint would be that I would have preferred a little larger bathroom with 2 sinks.,465
Beautifully appointed hotel with helpful staff,50,Date of stay: July 2018,"Unfortunately, we only spent less than 8 hours at the hotel. The hotel was beautiful. The rooms were very comfortable. There was lots of lovely lighting in the room, but it was very difficult to figure out how to turn it all off at the end of the evening. Yes, there was a very small paper instruction we found after fiddling on our own for 10 minutes, but it was super tiny. The staff was very thoughtful. We had to leave at 4am. They offered to have breakfast packed for us, and it was just lovely for our long flight ahead. We would stay here again in a minute. Great hotel.",3
Exceeded my Expectations!,50,Date of stay: July 2018,"Staying at this hotel, I had high expectations, but my stay exceeded my expectations. Every staff person encountered were excellent. The hotel was immaculate, and the rooms were terrific. We had 2 dining experiences which were both very good. Can't say enough about this place.",1
A 1 night experience,40,Date of stay: July 2018,"Warm & friendly welcome. We didn't have our passports with us but I had my driving license which the hotel accepted and my partner only had her Carte De sejour which they didn't accept. We had to spend some time to find a copy of her passport which was a pain considering we were only staying for 1 night and wanted to relax. Cocktails and food was very good. We arrived at the spa 15 mins early, the welcome wasn't friendly, we were happy to wait but at least give a warm welcome or politely ask ask to come back in 15 minutes. Why is it that every single hotel mini bar is super expensive. The prices are outrageous!! why do hotels do this??? We spent a lot of money for the room and I hate being ripped off for the mini bar. The hotel industry needs to stop this.",1
From PR,50,Date of stay: June 2018,"Loved it! Like the details, awesome breakfast and service. Architecture, rooms and definitely concierge service the best! What else can I tell you, it is out of the norm from traditional hotels in Naples",1
Great luxury hotel,50,Date of stay: August 2017,"This hotel has an amazing and beautiful interior, you'll see it from the minute you walk into the reception. Statues, waterfalls and sleek design. The rooms are grand and the bathroom/shower is great. I liked the view from the room, but the hallways were a little dark.",374
Lavish; Without Reason,40,Date of stay: June 2018,"When you enter the hotel there is a fountain with hands around the edges. No real purpose. There is a samurai next to the elevator. Doesn't really make sense. Other than the random displays of modern art, this hotel was wonderful. Unfortunately, we didn't get to use the pool but we did take advantage of the beautiful breakfast buffet. It is expensive though. The wide layout of pastries, fruits and other impressive delicacies is truly impressive though. The rooms are nice despite the fact that the view is over an industrial port, where the cruise ships port. The hotel is in a strange area stuck in between the port, and the New Castle alongside the rest of the historical quarter of Naples. Near that New Castle there is construction which makes walking more inconvenient but that's…",114
Surprise birthday trip,50,Date of stay: March 2018,From the start when talking to the hotel about booking a room for my husband's surprise birthday trip the staff at the hotel could not have been more helpful. I ordered some fizz and also a prosecco cake for our arrival and the hotel were pained to ensure they timed this right with our check in to ensure everything was cold (and in tact) when we arrived. During our stay nothing was too much trouble and all the staff were lovely. I would also definitely recommend making use of the spa facilities and booking in for a message as both were lovely. Our room was beautiful with all the facilities we needed and a gorgeous view out over the bay of Naples. Thank you for helping me make this birthday trip special.,4
Honeymoon,50,Date of stay: June 2018,"We loved the hotel! We stayed here for two nights at the end of our trip. The staff was very friendly and knowledgeable and the location was great! The entire hotel was very clean and very modern. The customer service was wonderful and we even had a box of chocolates and a complimentary bottle of champagne in our room when we arrived. We assume it was because we were on our honeymoon. It was very generous. We also enjoyed the turn down service at night. We were able to walk pretty much everywhere we wanted to go. The only thing that we weren’t thrilled about was that at night if someone got up to used the bathroom, the light inside the bathroom shined out into the room due to it being so open and modern with frosted glass walls. We would absolutely stay here again!",1
Contemporary hotel with very good service,40,Date of stay: June 2018,Only spent one night here at the end of our Italy trip. Contemporary and chic decor with stunning public areas. Rooms were a bit smaller and more compact than some of the other 5 star hotels during our 2 week trip. A quick tip: the mirrored panel between the sink area and bedroom is a sliding panel that you can position for privacy in the shower. Location is very close to the Naples ferry terminal/cruise port and a short taxi to all other locations. Breakfast on the rooftop balcony overlooking the Bay of Naples with Sorrento in the distance is a wonderful way to start the day. A nice change of pace from the typical baroque/classical decor of most 5 star hotels.,179
Wonderful service experience,40,Date of stay: June 2018,"The hotel itself is reasonably nice, but the customer service experience was excellent. Everyone on the staff was warm, professional, and helpful. The food was also very good. I would stay again without hesitation.",1
Nice spot; poor service,30,Date of stay: June 2018,"The hotel is lovely, if you need to catch a ferry, the location is great, but the service leaves much to be desired. We waited 20mins to even be given a menu, it seemed like the staff could not be bothered to do their jobs. The pool is modern and relaxing, but there was no service, we finally had someone bring us towels after almost an hour. It’s a shame as it is a missed opportunity to sell drinks and poolside snacks, if they gave the area any thought (those items are available, just no service). The spa is GREAT, with wonderful hot and cold plunges; a Turkish bath; and saunas.",68
Naples Surprise,40,Date of stay: June 2018,"Great Hotel that is well priced with two very good restaurants. Location allows you excellent access to the old city and it many surprises both food wise and sight seeing. It also allows easy access to the Pallonetto area which fabulous and a must. Using Naples and the Romeo Hotel as a base to explore the Herculaneum, Pompey, Amalfi, Capri and other areas of the Gulf of Naples is well worth considering.",26
"Hotel Romeo , Naples",50,Date of stay: June 2018,Great 5 star hotel in the centre of Naples Excellent decor with great Art themes throughout -rooftop bar and pool are great Ultra modern feel with spa on -1 floor which is one of the best I’ve seen 3 hydro pools and multi saunas Food in restaurants a little limited and quite expensive,41
Great Hotel & Location,50,Date of stay: June 2018,"Excellent hotel near good restaurants and bars you can walk to. Top dinning room and pool have a great view of Mt. Visuvius. Staff is attentive and friendly, made good recommendations to our group for dinning, cars and tours.",12
The go to Hotel when in Naples,50,Date of stay: May 2018,"Wonderful experience. Spa is a must. Food is fabulous. Service extremely customer focused. Great place for a night or two. Across for port of Naples. Great view of Bay of Naples have stayed here many times in the past. Has always been great spot to sleep, recover from long flights, or just chill.",17
