review_title,review_rating,review_date,review_body,user_contributions,review_short_date,review_year,review_month,review_title_length,review_length,overall_sentiment,tokens
exceptional oasis in the bay of naples,Excellent,2023-03-01,everything about our stay was exceptional the room was immaculate comfortable and welcoming the hotel architecture was a beautiful departure from the conventional luxury hotel but lacked none of the expected luxuries the breakfast was truly exceptional even by the high culinary standards of naples and campania and the staff was amongst the warmest welcoming and helpful that we have encountered anywhere truly outstanding ,4,March 2023,2023,March,7,64,positive,"['everything', 'stay', 'exceptional', 'room', 'immaculate', 'comfortable', 'welcoming', 'hotel', 'architecture', 'beautiful', 'departure', 'conventional', 'luxury', 'hotel', 'lacked', 'none', 'expected', 'luxuries', 'breakfast', 'truly', 'exceptional', 'even', 'high', 'culinary', 'standards', 'naples', 'campania', 'staff', 'amongst', 'warmest', 'welcoming', 'helpful', 'encountered', 'anywhere', 'truly', 'outstanding']"
true luxurious accommodation,Excellent,2022-12-01,we stayed at romeo hotel for 9 nights in december while we were in the naples area to celebrate my birthday the location was perfect restaurant and bar were second to none and the staff were amazingly accommodating and friendly to name a few carmen francesco and georgio made a lasting impression on us georgio also made some of the best cocktails we had and was able to recommend cool evening activities for us every day the romeo staff went out of their way to say hello and to see if there was anything they could do to help us enjoy our time in naples they arranged several fun activities for us such as a day trip on a private tour to amalfi coast activities in the area shopping and were able to get us into some of the best local restaurants that we previously could ,1,December 2022,2022,December,3,146,positive,"['stayed', 'romeo', 'hotel', 'nights', 'december', 'naples', 'area', 'celebrate', 'birthday', 'location', 'perfect', 'restaurant', 'bar', 'second', 'none', 'staff', 'amazingly', 'accommodating', 'friendly', 'name', 'carmen', 'francesco', 'georgio', 'made', 'lasting', 'impression', 'georgio', 'also', 'made', 'best', 'cocktails', 'able', 'recommend', 'cool', 'evening', 'activities', 'every', 'day', 'romeo', 'staff', 'went', 'way', 'say', 'hello', 'see', 'anything', 'could', 'help', 'enjoy', 'time', 'naples', 'arranged', 'several', 'fun', 'activities', 'day', 'trip', 'private', 'tour', 'amalfi', 'coast', 'activities', 'area', 'shopping', 'able', 'get', 'best', 'local', 'restaurants', 'previously', 'could']"
great new year experience,Excellent,2022-12-01,service and amenities are excellent the interior design is somewhat dated and too eclectic but that s personal taste we understand that the hotel will be refurbished in january special thanks to the people at the reception and the hosts at breakfast top notch service and friendliness ,4,December 2022,2022,December,4,47,positive,"['service', 'amenities', 'excellent', 'interior', 'design', 'somewhat', 'dated', 'eclectic', 'personal', 'taste', 'understand', 'hotel', 'refurbished', 'january', 'special', 'thanks', 'people', 'reception', 'hosts', 'breakfast', 'top', 'notch', 'service', 'friendliness']"
exceeded the standard,Excellent,2022-12-01,the manager makes this hotel his leadership is some of the best i ve ever seen the staff are a reflection of him and they all exceeded the standard our experience was so good we came back again on our month long trip to italy ,1,December 2022,2022,December,3,45,positive,"['manager', 'makes', 'hotel', 'leadership', 'best', 'ever', 'seen', 'staff', 'reflection', 'exceeded', 'standard', 'experience', 'good', 'came', 'back', 'month', 'long', 'trip', 'italy']"
nice hotel not worth the price,Average,2022-06-01,this hotel itself was nice but i was disappointed with some of the amenities one of the main reasons we chose this hotel was for the outdoor pool and deck but when we arrived we were shocked to find out that these amenities were closed without any notification or discount offered this was especially disappointing since we visited during the covid 19 pandemic and were looking for a place to relax outdoors while still being able to take mask breaks for the price we paid over 600 per night i expected better communication and at least the option to use all of the amenities that were advertised one of the best parts of the hotel was the breakfast buffet the selection was vast with options ranging from bread cheese fruit and yogurt to pizza and eggs cooked to order ,151,June 2022,2022,June,6,139,positive,"['hotel', 'nice', 'disappointed', 'amenities', 'one', 'main', 'reasons', 'chose', 'hotel', 'outdoor', 'pool', 'deck', 'arrived', 'shocked', 'find', 'amenities', 'closed', 'without', 'notification', 'discount', 'offered', 'especially', 'disappointing', 'since', 'visited', 'covid', 'pandemic', 'looking', 'place', 'relax', 'outdoors', 'still', 'able', 'take', 'mask', 'breaks', 'price', 'paid', '600', 'per', 'night', 'expected', 'better', 'communication', 'least', 'option', 'use', 'amenities', 'advertised', 'one', 'best', 'parts', 'hotel', 'breakfast', 'buffet', 'selection', 'vast', 'options', 'ranging', 'bread', 'cheese', 'fruit', 'yogurt', 'pizza', 'eggs', 'cooked', 'order']"
nice hotel good quality,Excellent,2022-12-01,a good surprise hotel has a very good location good service and quality i will be back for sure perfect option to stay with friends family or for a romantic weekend breakfast was so delicious staff so professional and friendly cleanneless is top good job we will recommend to my friends,25,December 2022,2022,December,4,51,positive,"['good', 'surprise', 'hotel', 'good', 'location', 'good', 'service', 'quality', 'back', 'sure', 'perfect', 'option', 'stay', 'friends', 'family', 'romantic', 'weekend', 'breakfast', 'delicious', 'staff', 'professional', 'friendly', 'cleanneless', 'top', 'good', 'job', 'recommend', 'friends']"
central location,Excellent,2022-09-01,the hotel works for most people looking to quickly pass through not in a luxury area but good for naples very busy area around hotel and you have to cab to most restaurants the hotel restaurant was being remodeled during our stay ,62,September 2022,2022,September,2,42,positive,"['hotel', 'works', 'people', 'looking', 'quickly', 'pass', 'luxury', 'area', 'good', 'naples', 'busy', 'area', 'around', 'hotel', 'cab', 'restaurants', 'hotel', 'restaurant', 'remodeled', 'stay']"
a great hotel,Excellent,2022-10-01,the hotel is beautiful from the moment you walk in and see the lovely artistic waterfall to the ninth floor where meals are served in a gorgeous room our most positive comment is to the niceness of the staff everyone we interacted with was wonderful ,5,October 2022,2022,October,3,45,positive,"['hotel', 'beautiful', 'moment', 'walk', 'see', 'lovely', 'artistic', 'waterfall', 'ninth', 'floor', 'meals', 'served', 'gorgeous', 'room', 'positive', 'comment', 'niceness', 'staff', 'everyone', 'interacted', 'wonderful']"
terrible ,Terrible,2022-08-01,what you see on their website and what you get when you are there are two entirely different things you can do better staying elsewhere in naples for sure and for a lot less money than this place where to begin the lobby bar and restaurant you see on their website is closed only open for special events wish i knew that when we booked our trip because we thought that lobby bar would have been a cool place to have a drink with another friend who was also visiting italy when we were their michelin star restaurant was also closed and won t open until november if you believe their website that left us with one restaurant on the top floor serves luke warm coffee every morning despite sending it back only to be brought more luke warm coffee in return see other reviews ,1,August 2022,2022,August,1,145,positive,"['see', 'website', 'get', 'two', 'entirely', 'different', 'things', 'better', 'staying', 'elsewhere', 'naples', 'sure', 'lot', 'less', 'money', 'place', 'begin', 'lobby', 'bar', 'restaurant', 'see', 'website', 'closed', 'open', 'special', 'events', 'wish', 'knew', 'booked', 'trip', 'thought', 'lobby', 'bar', 'would', 'cool', 'place', 'drink', 'another', 'friend', 'also', 'visiting', 'italy', 'michelin', 'star', 'restaurant', 'also', 'closed', 'open', 'november', 'believe', 'website', 'left', 'one', 'restaurant', 'top', 'floor', 'serves', 'luke', 'warm', 'coffee', 'every', 'morning', 'despite', 'sending', 'back', 'brought', 'luke', 'warm', 'coffee', 'return', 'see', 'reviews']"
first class experience ,Excellent,2022-09-01,a really amazing time we had with the fantastic staff and the beautiful surroundings of the romeo hotel everything was completely perfect the service is top class and the friendliness of all the staff is really genuine grazie mille ,1,September 2022,2022,September,3,39,positive,"['really', 'amazing', 'time', 'fantastic', 'staff', 'beautiful', 'surroundings', 'romeo', 'hotel', 'everything', 'completely', 'perfect', 'service', 'top', 'class', 'friendliness', 'staff', 'really', 'genuine', 'grazie', 'mille']"
pumped up overpriced horrible location ,Average,2022-09-01,sorry but not really my cup of tea designer boutique up market posh expensive stuffy a bit full of itself etc not relly what i look for in a hotel beautiful entrance lobby roof terrace needs to be booked ,1012,September 2022,2022,September,5,39,positive,"['sorry', 'really', 'cup', 'tea', 'designer', 'boutique', 'market', 'posh', 'expensive', 'stuffy', 'bit', 'full', 'etc', 'relly', 'look', 'hotel', 'beautiful', 'entrance', 'lobby', 'roof', 'terrace', 'needs', 'booked']"
we loved it,Excellent,2022-09-01,the romeo is an hotel on the dock side of a very busy bustling city our first experience was the beautiful entrance lobby with art and exotic items aplenty we were greeted by a very helpful young lady who made us feel so welcomed we have visited the italian peninsula many time but never naples before what a city everybody that we encountered in the hotel tried their utmost to make our stay the best experience we never had a problem with communicating in english with every member of staff the breakfast was superb by the way the best scrambled eggs we have ever tasted lunch and dinner service was professional with a great selection of local foods we slept like logs on the comfy beds and were surprised how successful the sound proofing was we were on the main ,3,September 2022,2022,September,3,140,positive,"['romeo', 'hotel', 'dock', 'side', 'busy', 'bustling', 'city', 'first', 'experience', 'beautiful', 'entrance', 'lobby', 'art', 'exotic', 'items', 'aplenty', 'greeted', 'helpful', 'young', 'lady', 'made', 'feel', 'welcomed', 'visited', 'italian', 'peninsula', 'many', 'time', 'never', 'naples', 'city', 'everybody', 'encountered', 'hotel', 'tried', 'utmost', 'make', 'stay', 'best', 'experience', 'never', 'problem', 'communicating', 'english', 'every', 'member', 'staff', 'breakfast', 'superb', 'way', 'best', 'scrambled', 'eggs', 'ever', 'tasted', 'lunch', 'dinner', 'service', 'professional', 'great', 'selection', 'local', 'foods', 'slept', 'like', 'logs', 'comfy', 'beds', 'surprised', 'successful', 'sound', 'proofing', 'main']"
poor,Terrible,2022-08-01,really surprised how poor this place is the other reviews are perplexing 35 degrees outside the lobby isn t much cooler there is warm water on the side to drink with no ice a euro 550 per night has a view of scaffolding see pic the room itself is a box bathroom within a box bedroom ie half the bedroom is cut in to with the bathroom you have to walk through the toilet area to get to the shower and perspex panels offer no privacy whatsoever bizarre blue light is the do not disturb button which lights up the whole room all night to the extent we had to switch it off other light debacles include the auto light when walking in the bathroom during the night and thereby waking the other up many of the electric sockets didn t work nor the illuminated vanity mirror ,146,August 2022,2022,August,1,147,negative,"['really', 'surprised', 'poor', 'place', 'reviews', 'perplexing', 'degrees', 'outside', 'lobby', 'much', 'cooler', 'warm', 'water', 'side', 'drink', 'ice', 'euro', '550', 'per', 'night', 'view', 'scaffolding', 'see', 'pic', 'room', 'box', 'bathroom', 'within', 'box', 'bedroom', 'half', 'bedroom', 'cut', 'bathroom', 'walk', 'toilet', 'area', 'get', 'shower', 'perspex', 'panels', 'offer', 'privacy', 'whatsoever', 'bizarre', 'blue', 'light', 'disturb', 'button', 'lights', 'whole', 'room', 'night', 'extent', 'switch', 'light', 'debacles', 'include', 'auto', 'light', 'walking', 'bathroom', 'night', 'thereby', 'waking', 'many', 'electric', 'sockets', 'work', 'illuminated', 'vanity', 'mirror']"
